"","club.name","field.name","field.address","lat","lng"
"451","Maryland United FC","Allen Pond Park (Murtagh 2)","3330 Northview Drive Bowie, MD 20716",38.935763,-76.731336
"452","Maryland United FC","Annapolis Area Christian Upper","109 Burns Crossing Road Severn, MD 21144",39.104993,-76.685363
"453","Maryland United FC","Buckingham Park","2830 Barberry Lane Bowie, MD 20715",38.965102,-76.729908
"454","Maryland United FC","Calverton School","300 Calverton School Rd, Huntingtown, MD 20639",38.588808,-76.610548
"455","Maryland United FC","Church Road Park","2001 Church Rd, Bowie, MD 20721",38.919696,-76.757884
"456","Maryland United FC","Enfield Chase Fields A & B","3701 Northview Dr, Bowie, MD 20716",38.939862,-76.742108
"457","Maryland United FC","Fairland Park Fields A & B","3928 Greencastle Road, Burtonsville, MD 20866",39.081263,-76.930495
"458","Maryland United FC","Glen Allen Park A & B","15600 Atlantis Dr, Bowie, MD 20716",38.935739,-76.731102
"459","Maryland United FC","Holy Trinity School A,B & C","11902 Daisy Lane Glenn Dale, MD 20769",38.978369,-76.799668
"460","Maryland United FC","Indian Creek School","1130 Anne Chambers Way, Crownsville, MD 21032",39.01368,-76.591273
"461","Maryland United FC","McDonogh School","8600 McDonogh Rd Owings Mills, MD 21117",39.396338,-76.751213
"462","Maryland United FC","Mitchellville Fields 1-7","3200 Mitchellville Road, Bowie, MD 20716",38.931054,-76.734226
"463","Maryland United FC","Riverdale Baptist A & B","1133 Largo Road, Upper Marlboro,MD",38.874684,-76.790249
"464","Maryland United FC","Riverdale Baptist C & D","1133 Largo Road, Upper Marlboro,MD",38.874684,-76.790249
"465","Maryland United FC","Queen Anne’s School Fields","14111 Oak Grove Road Upper Marlboro, MD 20774",38.875259,-76.759673
"466","Maryland United FC","Walker Mill Park","Walker Mill Regional Park Walker Mill MD 20747",38.874205,-76.880624
"467","Maryland United FC","Whitemarsh Park (Bowie)","100 White Marsh Park Dr Bowie MD 20716",38.97631,-76.721178
"468","Ellicott City Soccer Club","Chapelgate Christian Academy","2600 Marriottsville Road, Marriottsville, MD 21104",39.303752,-76.899395
"469","Prince William Courage","Fred Lynn Middle School","1650 Prince William Parkway, Woodbridge, VA 22191",38.651201,-77.264105
"470","Prince William Courage","Hylton B&G Club","5070 Dale Blvd, Woodbridge, VA 22193",38.660283,-77.34731
"471","Prince William Courage","Woodbridge Middle School","2201 York Dr, Woodbridge, VA 22191",38.650947,-77.278644
"472","Prince William Courage","Chinn Park #1","13001 Chinn Park Dr, Woodbridge, VA 22192",38.671223,-77.33093
"473","Prince William Courage","Chinn Park #2","13001 Chinn Park Dr, Woodbridge, VA 22192",38.671223,-77.33093
"474","Prince William Courage","Howison Park #1A","14716 Minnieville Road, Woodbridge, VA 22193",38.632035,-77.394756
"475","Prince William Courage","Howison Park #1B","14716 Minnieville Road, Woodbridge, VA 22193",38.632035,-77.394756
"476","Prince William Courage","Howison Park #2B","14716 Minnieville Road, Woodbridge, VA 22193",38.632035,-77.394756
"477","Prince William Courage","Howison Park #3A","14716 Minnieville Road, Woodbridge, VA 22193",38.632035,-77.394756
"478","Prince William Courage","Howison Park #3B","14716 Minnieville Road, Woodbridge, VA 22193",38.632035,-77.394756
"479","Prince William Courage","Tyrell Park Field #2","14350 Veterans Drive, Woodbridge, VA 22191",38.643521,-77.248754
"480","Prince William Courage","Tyrell Park Field #4","14350 Veterans Drive, Woodbridge, VA 22191",38.643521,-77.248754
"481","Pasadena Soccer Club","Lake Shore Athletic Complex A","850 Woods Road, Pasadena, MD 21122",39.109913,-76.508713
"482","Pasadena Soccer Club","Lake Shore Athletic Complex B","850 Woods Road, Pasadena, MD 21122",39.109913,-76.508713
"483","Pasadena Soccer Club","Lake Shore Athletic Complex C","850 Woods Road, Pasadena, MD 21122",39.109913,-76.508713
"484","Pasadena Soccer Club","Lake Shore Athletic Complex D","850 Woods Road, Pasadena, MD 21122",39.109913,-76.508713
"485","Pasadena Soccer Club","Riviera Beach Community Park","131 Meadow Rd, Pasadena, MD 21122",39.16166,-76.517501
"486","Pasadena Soccer Club","Muth Field","8513 St Jane Dr, Pasadena, MD 21122",39.161923,-76.511691
"487","Pasadena Soccer Club","Tick Neck Park #1","7750 Edwin Raynor Blvd, Pasadena, MD 21122",39.136181,-76.528514
"488","Pasadena Soccer Club","Tick Neck Park #2","7750 Edwin Raynor Blvd, Pasadena, MD 21122",39.136181,-76.528514
"489","Pasadena Soccer Club","Tick Neck Park #3","7750 Edwin Raynor Blvd, Pasadena, MD 21122",39.136181,-76.528514
"490","Pasadena Soccer Club","Rock Creek Park","79 Bar Harbor Rd, Pasadena, MD 21122",39.156081,-76.512388
"491","Pasadena Soccer Club","Jacobsville Recreation Area","64 Magothy Beach Rd, Pasadena, MD 21122",39.116636,-76.519217
